[[], [], [31.52141920442955, 31.52550141291612, 31.559450449540357, 31.639379577768203, 31.651879377815778, 31.664186167955872, 31.68646103896104, 31.68597442851608, 31.674441863466253, 31.719371154279823], []]
[[], [], [31.554656604868846, 31.58205975492221, 31.583078730904816, 31.624598470046692, 31.60591992624786, 31.690412565991007, 31.634789670293973, 31.68405196151479, 31.687100729173387, 31.717830852807868], []]
[[], [], [31.549026728646137, 31.594068613943236, 31.565020161290324, 31.60175258074153, 31.64386264965136, 31.715006510416668, 31.670935864512565, 31.69240689988715, 31.68168604651163, 31.66744753225082], []]
[[], [], [31.546997673742368, 31.513131728725227, 31.614280431640164, 31.590778288625014, 31.650291013120253, 31.670091324200914, 31.67505023659817, 31.645609724557094, 31.70599980676951, 31.726895353327325], []]
[[], [], [31.554683810976716, 31.545432634369728, 31.58350737721485, 31.64153815606592, 31.676141398890604, 31.689950619706334, 31.691698578568182, 31.667434391929152, 31.684876791753904, 31.679965280010286], []]
[[], [], [31.59453369193865, 31.520057849247614, 31.53923812087764, 31.575803829180078, 31.589958982772764, 31.62808757790322, 31.696973628726198, 31.683117470365943, 31.697571815019966, 31.711388254958052], []]
[[], [], [31.59256567711929, 31.502709190672153, 31.571044585559253, 31.574605594591013, 31.62500821989873, 31.7049957496894, 31.666428733655625, 31.691984078185172, 31.700238571152234, 31.74568868621343], []]
[[], [], [31.519065010956904, 31.52542372881356, 31.550013399437223, 31.587888033961264, 31.598738045943016, 31.66046982716372, 31.64695177434031, 31.6802549419263, 31.72836724182333, 31.686237353460736], []]
[[], [], [31.54387181546098, 31.57047188373779, 31.598158168924144, 31.598693807187377, 31.657920662025482, 31.65250826270493, 31.6811904993989, 31.682180592467752, 31.69014312021452, 31.64295129400418], []]
[[], [], [31.561454041637802, 31.585766298000962, 31.594898472898137, 31.573976221928667, 31.62504524068042, 31.64812757336122, 31.656939061329513, 31.69546898295197, 31.684784356607597, 31.68201267573915], []]
