[[], [], [], [32.2453531598513, 32.22140221402214, 32.332179930795846, 32.13986013986014, 32.30344827586207, 32.51827242524917, 32.157534246575345, 32.10963455149502, 31.784313725490197, 31.844155844155843]]
[[], [], [], [31.587188612099645, 32.18571428571428, 31.9106529209622, 31.97952218430034, 32.32203389830509, 32.02054794520548, 32.15282392026578, 32.294117647058826, 31.914191419141915, 31.681818181818183]]
[[], [], [], [31.75925925925926, 32.320284697508896, 32.238434163701065, 31.894389438943893, 32.616949152542375, 32.18811881188119, 31.89902280130293, 32.0728476821192, 31.423841059602648, 32.01655629139073]]
[[], [], [], [32.26007326007326, 32.17625899280576, 32.11724137931034, 32.017361111111114, 32.19178082191781, 31.8841059602649, 31.929765886287626, 31.848684210526315, 31.74917491749175, 31.668852459016392]]
[[], [], [], [31.99601593625498, 32.043795620437955, 32.1219512195122, 32.127946127946124, 32.23529411764706, 32.096989966555185, 31.78787878787879, 31.89072847682119, 32.078947368421055, 31.956810631229235]]
[[], [], [], [31.933085501858734, 31.822299651567945, 32.08540925266904, 31.74496644295302, 31.83445945945946, 31.73310810810811, 32.09602649006622, 32.05194805194805, 31.943894389438945, 31.99009900990099]]
[[], [], [], [32.04074074074074, 32.37201365187713, 32.56140350877193, 32.044673539518904, 32.7203947368421, 32.32119205298013, 32.03050847457627, 31.836601307189543, 32.18481848184818, 32.2203947368421]]
[[], [], [], [32.142322097378276, 31.911971830985916, 31.82372881355932, 31.820945945945947, 31.901360544217688, 31.770764119601328, 31.926666666666666, 32.00332225913621, 31.890365448504983, 32.05483870967742]]
[[], [], [], [32.148148148148145, 31.864583333333332, 32.48601398601399, 32.36426116838488, 31.89527027027027, 32.110344827586204, 31.859060402684563, 31.672185430463575, 32.16883116883117, 32.071895424836605]]
[[], [], [], [31.98884758364312, 32.261168384879724, 32.285714285714285, 32.262068965517244, 31.746666666666666, 31.93355481727575, 32.16722408026756, 31.646464646464647, 31.776271186440677, 31.93288590604027]]
[[], [], [], [31.883636363636363, 31.897163120567377, 31.594405594405593, 31.478114478114477, 31.962199312714777, 32.034129692832764, 31.71917808219178, 31.780730897009967, 32.21666666666667, 32.0974025974026]]
[[], [], [], [31.695167286245354, 32.272401433691755, 31.880398671096344, 31.97269624573379, 32.13398692810458, 31.83277591973244, 31.932038834951456, 32.18421052631579, 32.40924092409241, 32.05882352941177]]
[[], [], [], [32.17100371747212, 32.39350180505415, 32.57801418439716, 32.23549488054608, 31.79801324503311, 32.114754098360656, 32.32236842105263, 32.08496732026144, 31.96065573770492, 31.96065573770492]]
[[], [], [], [32.38931297709924, 32.06896551724138, 31.796610169491526, 31.869127516778523, 32.047457627118646, 32.11842105263158, 32.02614379084967, 31.80592105263158, 31.77124183006536, 32.135048231511256]]
